threshold,f1,balanced_accuracy,precision,recall,selection_score
0.1,0.3333333333333333,0.5217391304347826,0.2,1.0,0.3333333333333333
0.11,0.3333333333333333,0.5217391304347826,0.2,1.0,0.3333333333333333
0.12,0.3333333333333333,0.5217391304347826,0.2,1.0,0.3333333333333333
0.13,0.3333333333333333,0.5217391304347826,0.2,1.0,0.3333333333333333
0.14,0.3384615384615385,0.532608695652174,0.2037037037037037,1.0,0.3384615384615385
0.15,0.3384615384615385,0.532608695652174,0.2037037037037037,1.0,0.3384615384615385
0.16,0.34375,0.5434782608695652,0.20754716981132076,1.0,0.34375
0.17,0.3492063492063492,0.5543478260869565,0.21153846153846154,1.0,0.3492063492063492
0.18,0.3548387096774194,0.5652173913043478,0.21568627450980393,1.0,0.3548387096774194
0.19,0.36065573770491804,0.5760869565217391,0.22,1.0,0.36065573770491804
0.2,0.36065573770491804,0.5760869565217391,0.22,1.0,0.36065573770491804
0.21,0.36666666666666664,0.5869565217391304,0.22448979591836735,1.0,0.36666666666666664
0.22,0.36666666666666664,0.5869565217391304,0.22448979591836735,1.0,0.36666666666666664
0.23,0.3728813559322034,0.5978260869565217,0.22916666666666666,1.0,0.3728813559322034
0.24,0.3728813559322034,0.5978260869565217,0.22916666666666666,1.0,0.3728813559322034
0.25,0.39285714285714285,0.6304347826086957,0.24444444444444444,1.0,0.39285714285714285
0.26,0.4,0.6413043478260869,0.25,1.0,0.4
0.27,0.4,0.6413043478260869,0.25,1.0,0.4
0.28,0.43137254901960786,0.6847826086956521,0.275,1.0,0.43137254901960786
0.29,0.4489795918367347,0.7065217391304348,0.2894736842105263,1.0,0.4489795918367347
0.3,0.4782608695652174,0.7391304347826086,0.3142857142857143,1.0,0.4782608695652174
0.31,0.4888888888888889,0.75,0.3235294117647059,1.0,0.4888888888888889
0.32,0.4888888888888889,0.75,0.3235294117647059,1.0,0.4888888888888889
0.33,0.46511627906976744,0.7154150197628458,0.3125,0.9090909090909091,0.46511627906976744
0.34,0.47619047619047616,0.7262845849802371,0.3225806451612903,0.9090909090909091,0.47619047619047616
0.35,0.47619047619047616,0.7262845849802371,0.3225806451612903,0.9090909090909091,0.47619047619047616
0.36,0.5,0.7480237154150198,0.3448275862068966,0.9090909090909091,0.5
0.37,0.47058823529411764,0.7005928853754941,0.34782608695652173,0.7272727272727273,0.47058823529411764
0.38,0.48484848484848486,0.7114624505928854,0.36363636363636365,0.7272727272727273,0.48484848484848486
0.39,0.5333333333333333,0.7440711462450593,0.42105263157894735,0.7272727272727273,0.5333333333333333
0.4,0.5517241379310345,0.7549407114624507,0.4444444444444444,0.7272727272727273,0.5517241379310345
0.41,0.5384615384615384,0.7312252964426877,0.4666666666666667,0.6363636363636364,0.5384615384615384
0.42,0.6086956521739131,0.7638339920948616,0.5833333333333334,0.6363636363636364,0.6086956521739131
0.43,0.5,0.683794466403162,0.5555555555555556,0.45454545454545453,-999999.5454545454
0.44,0.42105263157894735,0.6383399209486166,0.5,0.36363636363636365,-999999.6363636364
0.45,0.4444444444444444,0.6492094861660079,0.5714285714285714,0.36363636363636365,-999999.6363636364
0.46,0.4444444444444444,0.6492094861660079,0.5714285714285714,0.36363636363636365,-999999.6363636364
0.47,0.4444444444444444,0.6492094861660079,0.5714285714285714,0.36363636363636365,-999999.6363636364
0.48,0.47058823529411764,0.6600790513833992,0.6666666666666666,0.36363636363636365,-999999.6363636364
0.49,0.5333333333333333,0.6818181818181819,1.0,0.36363636363636365,-999999.6363636364
0.5,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.51,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.52,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.53,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.54,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.55,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.56,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.57,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.58,0.42857142857142855,0.6363636363636364,1.0,0.2727272727272727,-999999.7272727273
0.59,0.3076923076923077,0.5909090909090909,1.0,0.18181818181818182,-999999.8181818182
0.6,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.61,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.62,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.63,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.64,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.65,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.66,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.67,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.68,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.69,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.7,0.16666666666666666,0.5454545454545454,1.0,0.09090909090909091,-999999.9090909091
0.71,0.0,0.5,0.0,0.0,-1000000.0
0.72,0.0,0.5,0.0,0.0,-1000000.0
0.73,0.0,0.5,0.0,0.0,-1000000.0
0.74,0.0,0.5,0.0,0.0,-1000000.0
0.75,0.0,0.5,0.0,0.0,-1000000.0
0.76,0.0,0.5,0.0,0.0,-1000000.0
0.77,0.0,0.5,0.0,0.0,-1000000.0
0.78,0.0,0.5,0.0,0.0,-1000000.0
0.79,0.0,0.5,0.0,0.0,-1000000.0
0.8,0.0,0.5,0.0,0.0,-1000000.0
0.81,0.0,0.5,0.0,0.0,-1000000.0
0.82,0.0,0.5,0.0,0.0,-1000000.0
0.83,0.0,0.5,0.0,0.0,-1000000.0
0.84,0.0,0.5,0.0,0.0,-1000000.0
0.85,0.0,0.5,0.0,0.0,-1000000.0
0.86,0.0,0.5,0.0,0.0,-1000000.0
0.87,0.0,0.5,0.0,0.0,-1000000.0
0.88,0.0,0.5,0.0,0.0,-1000000.0
0.89,0.0,0.5,0.0,0.0,-1000000.0
0.9,0.0,0.5,0.0,0.0,-1000000.0
